index,coordinates,year,masked_ag,masked_urb,window_ag,landcover,category,observer,landcover_code,strata
12864,"[-103.23892894320022, 23.194186225616605]",2000,0,0,0,ag,313,sean,1,3.0
8779,"[-103.99162731976396, 26.92264381235468]",2000,0,0,0,na,211,sean,0,2.0
9551,"[-106.18046234104959, 28.33722089025769]",2000,1,0,1,ag,213,sean,1,2.0
16285,"[-107.88312913056974, 31.389247068053766]",2000,0,0,0,na,413,sean,0,4.0000000001
16429,"[-109.67877155199625, 30.894993998731202]",2000,0,0,0,na,413,sean,0,4.0000000001
5762,"[-103.87143273474878, 24.21233676863767]",2000,1,0,1,ag,113,sean,1,1.0
12216,"[-101.94212099904529, 25.364695615106193]",2000,0,0,1,na,311,sean,0,3.0
12692,"[-107.80901811962988, 29.011765837103038]",2000,1,0,1,na,313,sean,0,3.0
16560,"[-106.41519212479002, 27.94564525790999]",2000,0,0,0,na,413,sean,0,4.0000000001
12913,"[-107.00781071772367, 28.78161746131162]",2000,1,0,1,ag,313,sean,1,3.0
9879,"[-107.01427858776934, 28.288711864915236]",2000,0,0,0,ag,214,sean,1,2.0
9346,"[-102.55576016962732, 22.931429005011644]",2000,1,0,1,na,213,sean,0,2.0
16491,"[-105.70130096850025, 26.774691285060193]",2000,0,0,0,na,413,sean,0,4.0000000001
16578,"[-103.94042334856915, 24.694732076209853]",2000,0,0,0,na,413,sean,0,4.0000000001
5912,"[-103.48416901576485, 23.247007164322834]",2000,1,0,1,ag,113,sean,1,1.0
5783,"[-104.80711793468767, 24.88688171548302]",2000,1,0,1,ag,113,sean,1,1.0
9488,"[-105.03996125633145, 24.853464386913775]",2000,1,0,1,ag,213,sean,1,2.0
12688,"[-103.8129524097526, 23.808633879954357]",2000,1,0,1,ag,313,sean,1,3.0
12191,"[-102.18143219073472, 25.58136926163582]",2000,1,0,1,ag,311,sean,1,3.0
9467,"[-106.8560852662359, 28.595127208328403]",2000,1,0,1,ag,213,sean,1,2.0
16688,"[-105.30918634698207, 33.10134616805716]",2000,0,0,0,na,414,sean,0,4.0000000001
19832,"[-109.54725819440115, 30.943503024073657]",2000,1,0,1,na,513,sean,0,5.0
9480,"[-105.00223201439843, 24.94212810545637]",2000,0,0,0,na,213,sean,0,2.0
9601,"[-108.23428057513206, 31.169878475671776]",2000,0,0,0,na,213,sean,0,2.0
12762,"[-103.95713201285378, 23.605165468101287]",2000,1,0,1,ag,313,sean,1,3.0
9537,"[-103.1440668491972, 24.260576299394888]",2000,1,0,1,ag,213,sean,1,2.0
5903,"[-102.43475710085643, 23.047042182077828]",2000,1,0,1,ag,113,sean,1,1.0
5951,"[-102.91014554921247, 22.654119076803948]",2000,1,0,1,ag,113,sean,1,1.0
12959,"[-102.742789411781, 22.679182073230884]",2000,0,0,1,ag,313,sean,1,3.0
19602,"[-102.57570276893478, 23.06321185719198]",2000,0,0,0,na,513,sean,0,5.0
6234,"[-107.09485746875485, 28.363631359610803]",2000,1,0,1,ag,114,sean,1,1.0
5933,"[-106.8321002481499, 29.307940386277245]",2000,1,0,1,ag,113,sean,1,1.0
16286,"[-104.69797262766716, 24.861010235300377]",2000,0,0,0,na,413,sean,0,4.0000000001
19861,"[-109.93937281591933, 32.96605988626876]",2000,1,0,1,ag,513,sean,1,5.0
19043,"[-100.04892153776339, 24.129601930970264]",2000,0,0,0,na,511,sean,0,5.0
5955,"[-103.47258074859971, 24.294802111719843]",2000,1,0,1,ag,113,sean,1,1.0
19619,"[-105.23291937936033, 26.58954850500316]",2000,0,0,0,ag,513,sean,1,5.0
9466,"[-107.29670891309651, 28.802638038960016]",2000,0,0,1,ag,213,sean,1,2.0
19973,"[-107.15387678292151, 29.214425765200403]",2000,0,0,0,na,514,sean,0,5.0
16308,"[-107.00134284767802, 29.85582287806174]",2000,0,0,0,na,413,sean,0,4.0000000001
16470,"[-108.28602353549735, 31.002791832825547]",2000,0,0,0,na,413,sean,0,4.0000000001
19811,"[-103.0974442859514, 24.454881895349942]",2000,1,0,1,ag,513,sean,1,5.0
12119,"[-104.1226016881886, 32.28181313435492]",2000,0,0,0,ag,311,sean,1,3.0
16318,"[-104.89443418030409, 26.269388937742963]",2000,0,0,0,na,413,sean,0,4.0000000001
16450,"[-103.38472551381282, 23.768748681339453]",2000,0,0,0,na,413,sean,0,4.0000000001
12820,"[-106.61731306371692, 28.47250717204609]",2000,1,0,1,ag,313,sean,1,3.0
19634,"[-107.22637082634995, 28.5732981469243]",2000,0,0,0,na,513,sean,0,5.0
19759,"[-106.42139050025045, 28.305151034614624]",2000,0,0,1,na,513,sean,0,5.0
12349,"[-100.24700005791175, 23.65960337431893]",2000,0,0,1,na,311,sean,0,3.0
9405,"[-106.73535169205023, 28.868125223172328]",2000,0,0,0,ag,213,sean,1,2.0
19628,"[-107.40585422011704, 28.46145789405142]",2000,1,0,1,na,513,sean,0,5.0
16418,"[-105.40593490308174, 26.61056908265156]",2000,0,0,0,na,413,sean,0,4.0000000001
5905,"[-102.92254230013333, 23.400619077907272]",2000,1,0,1,ag,113,sean,1,1.0
16407,"[-105.134284361164, 25.474649405882424]",2000,0,0,0,na,413,sean,0,4.0000000001
16360,"[-103.94716071320005, 23.638313302085297]",2000,0,0,0,na,413,sean,0,4.0000000001
5262,"[-103.1982352608296, 25.76354760125526]",2001,1,0,1,ag,111,sean,1,1.0
5714,"[-107.05416378638424, 29.25107702879248]",2001,1,0,1,ag,113,sean,1,1.0
5734,"[-103.34510980978315, 23.22706456501538]",2001,1,0,1,ag,113,sean,1,1.0
5760,"[-103.33864193973749, 23.951466010129362]",2001,1,0,1,ag,113,sean,1,1.0
8779,"[-103.99162731976396, 26.92264381235468]",2001,0,0,0,na,211,sean,0,2.0
12119,"[-104.1226016881886, 32.28181313435492]",2001,1,0,1,ag,311,sean,1,3.0
9601,"[-108.23428057513206, 31.169878475671776]",2001,0,0,0,na,213,sean,0,2.0
16360,"[-103.94716071320005, 23.638313302085297]",2001,1,0,1,ag,413,sean,1,4.0000000001
12864,"[-103.23892894320022, 23.194186225616605]",2001,0,0,0,ag,313,sean,1,3.0
6234,"[-107.09485746875485, 28.363631359610803]",2001,1,0,1,ag,114,sean,1,1.0
12881,"[-107.33012624166577, 28.56170987975916]",2001,1,0,1,ag,313,sean,1,3.0
16285,"[-107.88312913056974, 31.389247068053766]",2001,0,0,0,na,413,sean,0,4.0000000001
5783,"[-104.80711793468767, 24.88688171548302]",2001,1,0,1,ag,113,sean,1,1.0
5951,"[-102.91014554921247, 22.654119076803948]",2001,1,0,1,ag,113,sean,1,1.0
19973,"[-107.15387678292151, 29.214425765200403]",2001,1,0,1,ag,514,sean,1,5.0
5787,"[-103.15835006221471, 24.179997418409368]",2001,1,0,1,ag,113,sean,1,1.0
9551,"[-106.18046234104959, 28.33722089025769]",2001,1,0,1,ag,213,sean,1,2.0
19602,"[-102.57570276893478, 23.06321185719198]",2001,0,0,0,na,513,sean,0,5.0
12729,"[-109.22871559465237, 32.252168729978976]",2001,1,0,1,ag,313,sean,1,3.0
9488,"[-105.03996125633145, 24.853464386913775]",2001,0,0,1,ag,213,sean,1,2.0
16688,"[-105.30918634698207, 33.10134616805716]",2001,0,0,0,na,414,sean,0,4.0000000001
9346,"[-102.55576016962732, 22.931429005011644]",2001,0,0,1,na,213,sean,0,2.0
5762,"[-103.87143273474878, 24.21233676863767]",2001,1,0,1,ag,113,sean,1,1.0
16318,"[-104.89443418030409, 26.269388937742963]",2001,0,0,0,na,413,sean,0,4.0000000001
9480,"[-105.00223201439843, 24.94212810545637]",2001,0,0,0,na,213,sean,0,2.0
16491,"[-105.70130096850025, 26.774691285060193]",2001,0,0,0,na,413,sean,0,4.0000000001
9568,"[-104.6314074651139, 24.48344832138494]",2001,1,0,1,ag,213,sean,1,2.0
16560,"[-106.41519212479002, 27.94564525790999]",2001,0,0,0,na,413,sean,0,4.0000000001
16470,"[-108.28602353549735, 31.002791832825547]",2001,0,0,0,na,413,sean,0,4.0000000001
19705,"[-107.08892858787966, 28.1779495903833]",2001,1,0,1,na,513,sean,0,5.0
19043,"[-100.04892153776339, 24.129601930970264]",2001,0,0,0,na,511,sean,0,5.0
19606,"[-107.17381938222897, 28.820963670756054]",2001,0,0,0,na,513,sean,0,5.0
16578,"[-103.94042334856915, 24.694732076209853]",2001,0,0,0,na,413,sean,0,4.0000000001
19634,"[-107.22637082634995, 28.5732981469243]",2001,0,0,0,na,513,sean,0,5.0
12688,"[-103.8129524097526, 23.808633879954357]",2001,1,0,1,ag,313,sean,1,3.0
5955,"[-103.47258074859971, 24.294802111719843]",2001,1,0,1,na,113,sean,0,1.0
16407,"[-105.134284361164, 25.474649405882424]",2001,0,0,0,na,413,sean,0,4.0000000001
19861,"[-109.93937281591933, 32.96605988626876]",2001,1,0,1,ag,513,sean,1,5.0
19759,"[-106.42139050025045, 28.305151034614624]",2001,1,0,1,ag,513,sean,1,5.0
12959,"[-102.742789411781, 22.679182073230884]",2001,0,0,0,na,313,sean,0,3.0
12191,"[-102.18143219073472, 25.58136926163582]",2001,1,0,1,ag,311,sean,1,3.0
12913,"[-107.00781071772367, 28.78161746131162]",2001,1,0,1,ag,313,sean,1,3.0
12216,"[-101.94212099904529, 25.364695615106193]",2001,1,0,1,na,311,sean,0,3.0
12715,"[-103.21494392511423, 24.171104097096585]",2001,1,0,1,na,313,sean,0,3.0
16429,"[-109.67877155199625, 30.894993998731202]",2001,0,0,0,na,413,sean,0,4.0000000001
9879,"[-107.01427858776934, 28.288711864915236]",2001,0,0,0,na,214,sean,0,2.0
9466,"[-107.29670891309651, 28.802638038960016]",2001,0,0,0,na,213,sean,0,2.0
19832,"[-109.54725819440115, 30.943503024073657]",2001,0,0,1,ag,513,sean,1,5.0
12762,"[-103.95713201285378, 23.605165468101287]",2001,1,0,1,ag,313,sean,1,3.0
5912,"[-103.48416901576485, 23.247007164322834]",2001,1,0,1,na,113,sean,0,1.0
19811,"[-103.0974442859514, 24.454881895349942]",2001,1,0,1,na,513,sean,0,5.0
9478,"[-108.30246270519673, 30.85430031636059]",2001,1,0,1,ag,213,sean,1,2.0
5903,"[-102.43475710085643, 23.047042182077828]",2001,1,0,1,ag,113,sean,1,1.0
5933,"[-106.8321002481499, 29.307940386277245]",2001,1,0,1,ag,113,sean,1,1.0
19666,"[-107.58506811929888, 28.63905482572185]",2001,1,0,1,na,513,sean,0,5.0
19628,"[-107.40585422011704, 28.46145789405142]",2001,0,0,1,na,513,sean,0,5.0
5905,"[-102.92254230013333, 23.400619077907272]",2001,1,0,1,ag,113,sean,1,1.0
16450,"[-103.38472551381282, 23.768748681339453]",2001,0,0,0,na,413,sean,0,4.0000000001
16286,"[-104.69797262766716, 24.861010235300377]",2001,0,0,0,na,413,sean,0,4.0000000001
9408,"[-105.6813583691928, 26.845029371806753]",2001,0,0,0,na,213,sean,0,2.0
19619,"[-105.23291937936033, 26.58954850500316]",2001,0,0,0,ag,513,sean,1,5.0
19762,"[-102.97078183089054, 23.24592918598189]",2001,0,0,0,na,513,sean,0,5.0
9467,"[-106.8560852662359, 28.595127208328403]",2001,1,0,1,ag,213,sean,1,2.0
16308,"[-107.00134284767802, 29.85582287806174]",2001,0,0,0,na,413,sean,0,4.0000000001
12692,"[-107.80901811962988, 29.011765837103038]",2001,1,0,1,na,313,sean,0,3.0
9405,"[-106.73535169205023, 28.868125223172328]",2001,0,0,0,ag,213,sean,1,2.0
16418,"[-105.40593490308174, 26.61056908265156]",2001,0,0,0,na,413,sean,0,4.0000000001
12820,"[-106.61731306371692, 28.47250717204609]",2001,1,0,1,ag,313,sean,1,3.0
12349,"[-100.24700005791175, 23.65960337431893]",2001,0,0,0,na,311,sean,0,3.0
9537,"[-103.1440668491972, 24.260576299394888]",2001,1,0,1,ag,213,sean,1,2.0
5262,"[-103.1982352608296, 25.76354760125526]",2002,1,0,1,ag,111,sean,1,1.0
5714,"[-107.05416378638424, 29.25107702879248]",2002,1,0,1,ag,113,sean,1,1.0
5734,"[-103.34510980978315, 23.22706456501538]",2002,1,0,1,ag,113,sean,1,1.0
9551,"[-106.18046234104959, 28.33722089025769]",2002,1,0,1,ag,213,sean,1,2.0
16308,"[-107.00134284767802, 29.85582287806174]",2002,0,0,0,na,413,sean,0,4.0000000001
19811,"[-103.0974442859514, 24.454881895349942]",2002,0,0,1,na,513,sean,0,5.0
19634,"[-107.22637082634995, 28.5732981469243]",2002,1,0,1,ag,513,sean,1,5.0
19602,"[-102.57570276893478, 23.06321185719198]",2002,0,0,0,na,513,sean,0,5.0
19666,"[-107.58506811929888, 28.63905482572185]",2002,0,0,1,na,513,sean,0,5.0
19043,"[-100.04892153776339, 24.129601930970264]",2002,1,0,1,ag,511,sean,1,5.0
12762,"[-103.95713201285378, 23.605165468101287]",2002,1,0,1,ag,313,sean,1,3.0
9466,"[-107.29670891309651, 28.802638038960016]",2002,1,0,1,ag,213,sean,1,2.0
9480,"[-105.00223201439843, 24.94212810545637]",2002,0,0,0,na,213,sean,0,2.0
16429,"[-109.67877155199625, 30.894993998731202]",2002,0,0,0,na,413,sean,0,4.0000000001
16560,"[-106.41519212479002, 27.94564525790999]",2002,0,0,0,na,413,sean,0,4.0000000001
19705,"[-107.08892858787966, 28.1779495903833]",2002,1,0,1,na,513,sean,0,5.0
5951,"[-102.91014554921247, 22.654119076803948]",2002,1,0,1,ag,113,sean,1,1.0
5905,"[-102.92254230013333, 23.400619077907272]",2002,1,0,1,ag,113,sean,1,1.0
16578,"[-103.94042334856915, 24.694732076209853]",2002,0,0,0,na,413,sean,0,4.0000000001
19606,"[-107.17381938222897, 28.820963670756054]",2002,0,0,0,na,513,sean,0,5.0
16470,"[-108.28602353549735, 31.002791832825547]",2002,0,0,0,na,413,sean,0,4.0000000001
19762,"[-102.97078183089054, 23.24592918598189]",2002,0,0,0,na,513,sean,0,5.0
12729,"[-109.22871559465237, 32.252168729978976]",2002,1,0,1,ag,313,sean,1,3.0
12959,"[-102.742789411781, 22.679182073230884]",2002,1,0,1,ag,313,sean,1,3.0
9467,"[-106.8560852662359, 28.595127208328403]",2002,1,0,1,ag,213,sean,1,2.0
9478,"[-108.30246270519673, 30.85430031636059]",2002,1,0,1,ag,213,sean,1,2.0
19861,"[-109.93937281591933, 32.96605988626876]",2002,0,0,1,ag,513,sean,1,5.0
19973,"[-107.15387678292151, 29.214425765200403]",2002,1,0,1,na,514,sean,0,5.0
12864,"[-103.23892894320022, 23.194186225616605]",2002,0,0,0,na,313,sean,0,3.0
16688,"[-105.30918634698207, 33.10134616805716]",2002,0,0,0,na,414,sean,0,4.0000000001
16360,"[-103.94716071320005, 23.638313302085297]",2002,1,0,1,na,413,sean,0,4.0000000001
12688,"[-103.8129524097526, 23.808633879954357]",2002,1,0,1,ag,313,sean,1,3.0
12820,"[-106.61731306371692, 28.47250717204609]",2002,1,0,1,ag,313,sean,1,3.0
16285,"[-107.88312913056974, 31.389247068053766]",2002,0,0,0,na,413,sean,0,4.0000000001
12119,"[-104.1226016881886, 32.28181313435492]",2002,0,0,1,ag,311,sean,1,3.0
8779,"[-103.99162731976396, 26.92264381235468]",2002,0,0,0,na,211,sean,0,2.0
9488,"[-105.03996125633145, 24.853464386913775]",2002,1,0,1,ag,213,sean,1,2.0
9346,"[-102.55576016962732, 22.931429005011644]",2002,1,0,1,na,213,sean,0,2.0
12715,"[-103.21494392511423, 24.171104097096585]",2002,1,0,1,ag,313,sean,1,3.0
12216,"[-101.94212099904529, 25.364695615106193]",2002,1,0,1,na,311,sean,0,3.0
5933,"[-106.8321002481499, 29.307940386277245]",2002,1,0,1,ag,113,sean,1,1.0
19832,"[-109.54725819440115, 30.943503024073657]",2002,1,0,1,ag,513,sean,1,5.0
16318,"[-104.89443418030409, 26.269388937742963]",2002,0,0,0,na,413,sean,0,4.0000000001
12191,"[-102.18143219073472, 25.58136926163582]",2002,1,0,1,ag,311,sean,1,3.0
5955,"[-103.47258074859971, 24.294802111719843]",2002,0,0,1,ag,113,sean,1,1.0
16491,"[-105.70130096850025, 26.774691285060193]",2002,0,0,0,na,413,sean,0,4.0000000001
5787,"[-103.15835006221471, 24.179997418409368]",2002,1,0,1,ag,113,sean,1,1.0
19619,"[-105.23291937936033, 26.58954850500316]",2002,0,0,0,na,513,sean,0,5.0
12913,"[-107.00781071772367, 28.78161746131162]",2002,1,0,1,ag,313,sean,1,3.0
19759,"[-106.42139050025045, 28.305151034614624]",2002,1,0,1,ag,513,sean,1,5.0
9537,"[-103.1440668491972, 24.260576299394888]",2002,1,0,1,ag,213,sean,1,2.0
12349,"[-100.24700005791175, 23.65960337431893]",2002,0,0,0,na,311,sean,0,3.0
5762,"[-103.87143273474878, 24.21233676863767]",2002,1,0,1,ag,113,sean,1,1.0
12881,"[-107.33012624166577, 28.56170987975916]",2002,1,0,1,na,313,sean,0,3.0
5912,"[-103.48416901576485, 23.247007164322834]",2002,1,0,1,ag,113,sean,1,1.0
19628,"[-107.40585422011704, 28.46145789405142]",2002,0,0,0,na,513,sean,0,5.0
16418,"[-105.40593490308174, 26.61056908265156]",2002,0,0,0,na,413,sean,0,4.0000000001
5760,"[-103.33864193973749, 23.951466010129362]",2002,1,0,1,ag,113,sean,1,1.0
5903,"[-102.43475710085643, 23.047042182077828]",2002,1,0,1,ag,113,sean,1,1.0
6234,"[-107.09485746875485, 28.363631359610803]",2002,1,0,1,ag,114,sean,1,1.0
9601,"[-108.23428057513206, 31.169878475671776]",2002,0,0,0,na,213,sean,0,2.0
5783,"[-104.80711793468767, 24.88688171548302]",2002,1,0,1,ag,113,sean,1,1.0
9405,"[-106.73535169205023, 28.868125223172328]",2002,0,0,0,na,213,sean,0,2.0
16286,"[-104.69797262766716, 24.861010235300377]",2002,0,0,0,na,413,sean,0,4.0000000001
16450,"[-103.38472551381282, 23.768748681339453]",2002,0,0,0,na,413,sean,0,4.0000000001
9879,"[-107.01427858776934, 28.288711864915236]",2002,0,0,0,na,214,sean,0,2.0
12692,"[-107.80901811962988, 29.011765837103038]",2002,1,0,1,na,313,sean,0,3.0
16407,"[-105.134284361164, 25.474649405882424]",2002,0,0,0,na,413,sean,0,4.0000000001
9568,"[-104.6314074651139, 24.48344832138494]",2002,1,0,1,na,213,sean,0,2.0
9408,"[-105.6813583691928, 26.845029371806753]",2002,1,0,1,na,213,sean,0,2.0
5262,"[-103.1982352608296, 25.76354760125526]",2003,1,0,1,ag,111,sean,1,1.0
5714,"[-107.05416378638424, 29.25107702879248]",2003,1,0,1,ag,113,sean,1,1.0
5734,"[-103.34510980978315, 23.22706456501538]",2003,1,0,1,ag,113,sean,1,1.0
16285,"[-107.88312913056974, 31.389247068053766]",2003,0,0,0,na,413,sean,0,4.0000000001
5951,"[-102.91014554921247, 22.654119076803948]",2003,1,0,1,ag,113,sean,1,1.0
12349,"[-100.24700005791175, 23.65960337431893]",2003,1,0,1,ag,311,sean,1,3.0
19705,"[-107.08892858787966, 28.1779495903833]",2003,1,0,1,na,513,sean,0,5.0
19606,"[-107.17381938222897, 28.820963670756054]",2003,0,0,0,na,513,sean,0,5.0
16286,"[-104.69797262766716, 24.861010235300377]",2003,0,0,0,na,413,sean,0,4.0000000001
9346,"[-102.55576016962732, 22.931429005011644]",2003,1,0,1,ag,213,sean,1,2.0
9405,"[-106.73535169205023, 28.868125223172328]",2003,0,0,0,ag,213,sean,1,2.0
19666,"[-107.58506811929888, 28.63905482572185]",2003,1,0,1,ag,513,sean,1,5.0
5762,"[-103.87143273474878, 24.21233676863767]",2003,1,0,1,ag,113,sean,1,1.0
16578,"[-103.94042334856915, 24.694732076209853]",2003,0,0,0,na,413,sean,0,4.0000000001
19832,"[-109.54725819440115, 30.943503024073657]",2003,0,0,1,na,513,sean,0,5.0
19973,"[-107.15387678292151, 29.214425765200403]",2003,1,0,1,ag,514,sean,1,5.0
12729,"[-109.22871559465237, 32.252168729978976]",2003,1,0,1,ag,313,sean,1,3.0
12959,"[-102.742789411781, 22.679182073230884]",2003,0,0,1,ag,313,sean,1,3.0
19811,"[-103.0974442859514, 24.454881895349942]",2003,1,0,1,ag,513,sean,1,5.0
5933,"[-106.8321002481499, 29.307940386277245]",2003,1,0,1,ag,113,sean,1,1.0
12762,"[-103.95713201285378, 23.605165468101287]",2003,1,0,1,ag,313,sean,1,3.0
12881,"[-107.33012624166577, 28.56170987975916]",2003,1,0,1,ag,313,sean,1,3.0
8779,"[-103.99162731976396, 26.92264381235468]",2003,0,0,0,na,211,sean,0,2.0
9537,"[-103.1440668491972, 24.260576299394888]",2003,0,0,1,ag,213,sean,1,2.0
12864,"[-103.23892894320022, 23.194186225616605]",2003,0,0,0,ag,313,sean,1,3.0
5760,"[-103.33864193973749, 23.951466010129362]",2003,1,0,1,ag,113,sean,1,1.0
19861,"[-109.93937281591933, 32.96605988626876]",2003,0,0,0,ag,513,sean,1,5.0
5912,"[-103.48416901576485, 23.247007164322834]",2003,1,0,1,ag,113,sean,1,1.0
9879,"[-107.01427858776934, 28.288711864915236]",2003,0,0,0,ag,214,sean,1,2.0
9551,"[-106.18046234104959, 28.33722089025769]",2003,1,0,1,ag,213,sean,1,2.0
12688,"[-103.8129524097526, 23.808633879954357]",2003,1,0,1,ag,313,sean,1,3.0
9478,"[-108.30246270519673, 30.85430031636059]",2003,1,0,1,ag,213,sean,1,2.0
16688,"[-105.30918634698207, 33.10134616805716]",2003,0,0,0,na,414,sean,0,4.0000000001
9480,"[-105.00223201439843, 24.94212810545637]",2003,0,0,0,na,213,sean,0,2.0
12191,"[-102.18143219073472, 25.58136926163582]",2003,1,0,1,ag,311,sean,1,3.0
6234,"[-107.09485746875485, 28.363631359610803]",2003,1,0,1,ag,114,sean,1,1.0
16318,"[-104.89443418030409, 26.269388937742963]",2003,0,0,0,na,413,sean,0,4.0000000001
19043,"[-100.04892153776339, 24.129601930970264]",2003,0,0,1,ag,511,sean,1,5.0
9467,"[-106.8560852662359, 28.595127208328403]",2003,1,0,1,ag,213,sean,1,2.0
5787,"[-103.15835006221471, 24.179997418409368]",2003,1,0,1,na,113,sean,0,1.0
19762,"[-102.97078183089054, 23.24592918598189]",2003,1,0,1,na,513,sean,0,5.0
16491,"[-105.70130096850025, 26.774691285060193]",2003,0,0,0,na,413,sean,0,4.0000000001
12692,"[-107.80901811962988, 29.011765837103038]",2003,1,0,1,na,313,sean,0,3.0
19634,"[-107.22637082634995, 28.5732981469243]",2003,0,0,1,ag,513,sean,1,5.0
5903,"[-102.43475710085643, 23.047042182077828]",2003,1,0,1,ag,113,sean,1,1.0
19602,"[-102.57570276893478, 23.06321185719198]",2003,0,0,0,na,513,sean,0,5.0
16470,"[-108.28602353549735, 31.002791832825547]",2003,0,0,0,na,413,sean,0,4.0000000001
9568,"[-104.6314074651139, 24.48344832138494]",2003,1,0,1,ag,213,sean,1,2.0
5905,"[-102.92254230013333, 23.400619077907272]",2003,1,0,1,ag,113,sean,1,1.0
19759,"[-106.42139050025045, 28.305151034614624]",2003,1,0,1,ag,513,sean,1,5.0
16560,"[-106.41519212479002, 27.94564525790999]",2003,0,0,0,na,413,sean,0,4.0000000001
16407,"[-105.134284361164, 25.474649405882424]",2003,0,0,0,na,413,sean,0,4.0000000001
12119,"[-104.1226016881886, 32.28181313435492]",2003,0,0,0,na,311,sean,0,3.0
19628,"[-107.40585422011704, 28.46145789405142]",2003,0,0,0,na,513,sean,0,5.0
16418,"[-105.40593490308174, 26.61056908265156]",2003,0,0,0,na,413,sean,0,4.0000000001
12216,"[-101.94212099904529, 25.364695615106193]",2003,1,0,1,ag,311,sean,1,3.0
16308,"[-107.00134284767802, 29.85582287806174]",2003,0,0,0,na,413,sean,0,4.0000000001
16360,"[-103.94716071320005, 23.638313302085297]",2003,0,0,1,ag,413,sean,1,4.0000000001
9488,"[-105.03996125633145, 24.853464386913775]",2003,1,0,1,ag,213,sean,1,2.0
5783,"[-104.80711793468767, 24.88688171548302]",2003,1,0,1,ag,113,sean,1,1.0
16429,"[-109.67877155199625, 30.894993998731202]",2003,0,0,0,na,413,sean,0,4.0000000001
19619,"[-105.23291937936033, 26.58954850500316]",2003,0,0,0,ag,513,sean,1,5.0
9601,"[-108.23428057513206, 31.169878475671776]",2003,0,0,0,na,213,sean,0,2.0
12820,"[-106.61731306371692, 28.47250717204609]",2003,1,0,1,ag,313,sean,1,3.0
9408,"[-105.6813583691928, 26.845029371806753]",2003,1,0,1,na,213,sean,0,2.0
5955,"[-103.47258074859971, 24.294802111719843]",2003,1,0,1,ag,113,sean,1,1.0
9466,"[-107.29670891309651, 28.802638038960016]",2003,1,0,1,ag,213,sean,1,2.0
12913,"[-107.00781071772367, 28.78161746131162]",2003,1,0,1,ag,313,sean,1,3.0
16450,"[-103.38472551381282, 23.768748681339453]",2003,0,0,0,na,413,sean,0,4.0000000001
12715,"[-103.21494392511423, 24.171104097096585]",2003,1,0,1,ag,313,sean,1,3.0
5262,"[-103.1982352608296, 25.76354760125526]",2004,1,0,1,ag,111,sean,1,1.0
5714,"[-107.05416378638424, 29.25107702879248]",2004,1,0,1,ag,113,sean,1,1.0
5734,"[-103.34510980978315, 23.22706456501538]",2004,1,0,1,ag,113,sean,1,1.0
5905,"[-102.92254230013333, 23.400619077907272]",2004,1,0,1,ag,113,sean,1,1.0
16360,"[-103.94716071320005, 23.638313302085297]",2004,0,0,0,na,413,sean,0,4.0000000001
12820,"[-106.61731306371692, 28.47250717204609]",2004,1,0,1,ag,313,sean,1,3.0
16318,"[-104.89443418030409, 26.269388937742963]",2004,0,0,0,na,413,sean,0,4.0000000001
9551,"[-106.18046234104959, 28.33722089025769]",2004,1,0,1,ag,213,sean,1,2.0
19973,"[-107.15387678292151, 29.214425765200403]",2004,1,0,1,na,514,sean,0,5.0
19811,"[-103.0974442859514, 24.454881895349942]",2004,1,0,1,ag,513,sean,1,5.0
5783,"[-104.80711793468767, 24.88688171548302]",2004,1,0,1,ag,113,sean,1,1.0
9408,"[-105.6813583691928, 26.845029371806753]",2004,1,0,1,ag,213,sean,1,2.0
9466,"[-107.29670891309651, 28.802638038960016]",2004,0,0,1,ag,213,sean,1,2.0
12762,"[-103.95713201285378, 23.605165468101287]",2004,1,0,1,ag,313,sean,1,3.0
16491,"[-105.70130096850025, 26.774691285060193]",2004,0,0,0,na,413,sean,0,4.0000000001
12692,"[-107.80901811962988, 29.011765837103038]",2004,0,0,1,na,313,sean,0,3.0
19705,"[-107.08892858787966, 28.1779495903833]",2004,0,0,1,ag,513,sean,1,5.0
8779,"[-103.99162731976396, 26.92264381235468]",2004,0,0,0,na,211,sean,0,2.0
16407,"[-105.134284361164, 25.474649405882424]",2004,0,0,0,na,413,sean,0,4.0000000001
16429,"[-109.67877155199625, 30.894993998731202]",2004,0,0,0,na,413,sean,0,4.0000000001
19606,"[-107.17381938222897, 28.820963670756054]",2004,0,0,0,na,513,sean,0,5.0
19628,"[-107.40585422011704, 28.46145789405142]",2004,0,0,0,na,513,sean,0,5.0
5951,"[-102.91014554921247, 22.654119076803948]",2004,1,0,1,ag,113,sean,1,1.0
9601,"[-108.23428057513206, 31.169878475671776]",2004,0,0,0,na,213,sean,0,2.0
19043,"[-100.04892153776339, 24.129601930970264]",2004,0,0,0,na,511,sean,0,5.0
6234,"[-107.09485746875485, 28.363631359610803]",2004,1,0,1,ag,114,sean,1,1.0
16418,"[-105.40593490308174, 26.61056908265156]",2004,0,0,0,na,413,sean,0,4.0000000001
9346,"[-102.55576016962732, 22.931429005011644]",2004,1,0,1,na,213,sean,0,2.0
19666,"[-107.58506811929888, 28.63905482572185]",2004,0,0,1,na,513,sean,0,5.0
5762,"[-103.87143273474878, 24.21233676863767]",2004,1,0,1,ag,113,sean,1,1.0
16285,"[-107.88312913056974, 31.389247068053766]",2004,0,0,0,na,413,sean,0,4.0000000001
